user_id,month,year,gas_units,bill_amount,cooking_units,heating_units,occupancy_days
U322,Jul,2024,162,190.68,79,83,31
U710,Mar,2023,255,310.91,108,147,31
U683,Sep,2025,421,494.82,240,181,18
U303,Jun,2023,267,316.56,109,158,31
U427,Sep,2025,265,309.82,89,176,16
U597,May,2025,184,227.36,63,121,22
U488,Jul,2024,236,292.23,133,103,27
U662,Apr,2023,288,339.75,171,117,29
U314,Jul,2025,101,124.47,39,62,23
U759,Jan,2024,205,243.09,70,135,17
U766,Jul,2025,171,198.34,76,95,17
U312,Aug,2025,225,275.81,115,110,16
U387,May,2025,269,325.39,130,139,15
U312,Feb,2025,304,357.94,177,127,28
U697,May,2025,412,484.22,224,188,31
U325,Jun,2025,436,543.94,244,192,27
U601,Dec,2024,294,363.46,135,159,29
U543,Feb,2025,257,316.36,102,155,28
U422,Jun,2023,240,279.07,122,118,16
U447,Jun,2024,374,458.34,161,213,21
U355,Jan,2023,106,124.17,40,66,31
U538,Jan,2025,153,190.9,52,101,20
U656,Nov,2023,203,234.51,93,110,22
U473,Oct,2025,441,522.68,210,231,16
U692,Mar,2025,437,521.28,205,232,15
U521,Oct,2024,160,197.19,53,107,30
U419,Oct,2024,186,228.15,87,99,21
U609,Dec,2025,357,423.94,125,232,25
U483,Mar,2024,277,334.22,138,139,29
U588,Apr,2023,341,420.64,146,195,27
U607,Feb,2024,302,347.85,167,135,16
U600,Sep,2024,130,159.93,69,61,28
U382,Oct,2023,388,482.94,200,188,20
U754,Dec,2024,179,206.42,91,88,23
U702,Nov,2025,110,127.0,51,59,21
U511,Jul,2023,353,418.11,112,241,23
U450,Jul,2025,386,447.29,191,195,18
U337,Jun,2023,275,329.43,121,154,23
U652,Mar,2025,225,275.15,99,126,18
U612,Jun,2025,146,176.18,60,86,26
U661,Dec,2024,305,356.74,176,129,18
U359,Aug,2025,206,250.39,77,129,28
U431,Aug,2024,374,455.71,147,227,21
U712,Nov,2023,436,542.05,256,180,27
U502,Sep,2025,222,258.56,120,102,22
U543,Jan,2025,233,284.08,70,163,19
U335,Jan,2023,206,255.68,117,89,26
U745,Mar,2023,404,484.86,148,256,27
U393,Mar,2025,428,507.69,219,209,28
U738,Oct,2023,149,173.89,69,80,18
U747,Aug,2024,436,539.19,201,235,21
U507,Oct,2023,194,230.75,99,95,29
U653,Jan,2023,367,455.99,132,235,20
U691,Feb,2025,122,150.64,42,80,30
U632,Feb,2024,153,181.71,75,78,22
U605,Mar,2023,353,426.21,136,217,30
U650,Jun,2024,334,385.01,197,137,30
U513,Jan,2024,158,185.86,68,90,17
U459,Feb,2024,263,321.13,87,176,31
U742,Jan,2025,358,435.97,181,177,23
U745,May,2023,413,489.54,161,252,17
U324,Jul,2025,315,387.72,108,207,21
U704,Aug,2023,282,330.95,120,162,26
U593,Oct,2023,156,186.6,91,65,30
U304,Jan,2025,244,292.13,103,141,31
U520,Jul,2024,189,223.79,76,113,29
U664,May,2024,410,510.64,177,233,15
U682,Oct,2023,144,175.63,43,101,16
U320,Jan,2025,356,428.6,121,235,22
U744,Mar,2024,120,144.13,66,54,16
U452,Jul,2024,120,139.91,71,49,23
U350,Oct,2023,151,179.27,52,99,23
U477,Jan,2023,437,531.95,201,236,27
U735,Jul,2025,270,335.46,159,111,20
U396,May,2023,166,204.45,57,109,29
U405,Jan,2024,212,250.17,75,137,29
U720,Jan,2024,399,476.16,230,169,21
U550,Jan,2024,259,300.0,132,127,25
U417,Nov,2024,365,423.48,126,239,22
U654,Sep,2025,419,501.55,175,244,20
U528,Nov,2025,331,398.2,104,227,22
U366,Mar,2023,424,498.79,182,242,16
U635,May,2023,167,202.78,89,78,30
U718,Nov,2023,127,154.98,59,68,21
U720,Oct,2025,215,253.68,106,109,24
U562,Dec,2024,150,183.88,59,91,26
U595,Sep,2023,280,327.76,97,183,31
U726,Jun,2024,359,432.39,109,250,21
U543,Dec,2023,178,219.02,97,81,22
U671,Sep,2023,372,447.78,182,190,21
U486,Aug,2023,207,256.84,76,131,18
U546,Aug,2023,173,199.96,73,100,17
U425,Jan,2023,274,331.22,148,126,29
U568,Sep,2024,283,341.35,130,153,18
U431,Jun,2023,122,148.36,47,75,23
U537,Sep,2024,373,460.04,141,232,27
U318,Mar,2025,228,278.75,83,145,30
U340,Dec,2023,390,479.32,213,177,15
U321,Mar,2024,419,493.95,198,221,18
U699,Jun,2025,285,338.79,146,139,22
U525,Sep,2025,158,191.6,88,70,30
U655,Jul,2025,100,120.53,59,41,25
U582,Mar,2024,230,286.61,86,144,25
U308,Mar,2023,166,194.0,58,108,17
U400,Feb,2023,392,464.57,171,221,22
U540,Sep,2024,384,463.59,119,265,24
U778,Mar,2023,188,232.52,101,87,30
U387,Nov,2024,199,247.34,112,87,19
U598,May,2023,288,340.88,145,143,23
U728,Sep,2025,445,514.74,169,276,22
U314,Aug,2023,340,405.34,114,226,25
U634,Feb,2024,369,438.9,153,216,30
U302,Mar,2024,318,397.07,174,144,21
U675,Feb,2025,275,328.1,111,164,29
U593,Aug,2024,440,519.45,136,304,31
U625,Jun,2023,332,393.93,126,206,20
U722,Jun,2023,250,297.42,149,101,29
U793,Dec,2025,376,463.29,189,187,22
U341,Sep,2024,328,379.86,187,141,21
U618,Aug,2025,270,319.05,143,127,16
U616,Apr,2023,322,401.42,148,174,27
U681,Dec,2025,312,363.58,107,205,20
U411,Apr,2024,381,466.44,154,227,19
U314,Sep,2025,140,165.99,66,74,15
U531,Jan,2024,221,267.01,124,97,29
U773,Feb,2024,326,378.15,124,202,24
U384,Feb,2023,393,463.99,132,261,17
U430,Jun,2023,187,224.42,87,100,19
U531,Apr,2023,366,429.38,129,237,27
U626,Nov,2024,128,154.14,61,67,22
U445,Oct,2025,346,405.5,131,215,16
U679,Mar,2024,415,504.23,153,262,23
U645,Mar,2023,343,425.47,143,200,31
U328,Mar,2023,160,185.37,76,84,27
U366,Jun,2025,246,288.23,114,132,15
U463,Aug,2023,273,337.0,101,172,26
U529,Nov,2023,377,457.36,213,164,19
U561,Jul,2023,433,501.36,144,289,22
U749,Apr,2025,241,288.87,75,166,29
U724,Nov,2024,143,167.45,68,75,17
U760,Dec,2023,243,284.29,81,162,20
U740,Apr,2025,432,537.44,195,237,27
U464,Nov,2023,154,188.83,90,64,26
U601,Oct,2025,406,495.17,206,200,15
U707,Nov,2023,260,305.21,126,134,21
U603,Nov,2025,384,446.15,181,203,26
U587,Nov,2023,424,524.52,150,274,24
U695,Feb,2024,297,341.72,127,170,26
U310,Jan,2023,258,306.71,103,155,25
U495,Sep,2025,179,210.82,104,75,18
U418,Dec,2023,130,156.91,48,82,20
U570,Dec,2024,211,247.94,93,118,23
U380,Feb,2023,145,171.26,84,61,24
U758,Aug,2025,304,375.44,163,141,19
U393,Sep,2025,151,182.76,88,63,27
U566,Apr,2024,237,276.0,114,123,23
U632,Aug,2025,173,211.52,69,104,16
U650,Sep,2023,140,163.9,76,64,15
U661,Oct,2023,176,210.02,68,108,26
U557,Oct,2023,286,347.39,99,187,24
U433,May,2025,151,177.76,77,74,16
U576,Jul,2023,186,221.04,91,95,23
U564,Oct,2023,208,254.47,117,91,16
U471,Apr,2023,324,402.99,190,134,28
U760,Jan,2024,347,417.41,193,154,25
U301,Mar,2025,168,193.37,53,115,25
U613,May,2025,219,259.26,109,110,31
U364,Mar,2025,166,197.52,88,78,18
U674,Dec,2024,160,189.43,95,65,27
U768,Nov,2025,426,508.49,175,251,21
U584,Jul,2024,290,351.85,101,189,30
U421,Dec,2024,288,334.69,160,128,15
U407,Sep,2025,250,294.32,98,152,27
U721,Dec,2023,385,462.29,184,201,15
U475,Jun,2023,195,230.4,81,114,25
U785,Oct,2025,411,513.38,172,239,20
U504,Jan,2025,408,486.8,212,196,17
U465,Jul,2024,362,447.79,147,215,26
U605,Mar,2025,196,242.97,99,97,19
U797,May,2024,212,261.52,64,148,23
U420,Oct,2025,224,258.65,89,135,26
U344,Apr,2023,231,287.54,91,140,24
U612,Oct,2023,220,255.83,115,105,19
U456,May,2025,296,341.42,116,180,19
U667,May,2024,393,468.23,192,201,23
U507,Jun,2023,221,258.45,111,110,31
U690,Oct,2024,381,445.17,189,192,24
U408,Dec,2025,359,423.18,172,187,15
U551,Oct,2025,138,162.13,58,80,30
U745,Nov,2023,153,186.43,63,90,29
U704,Jun,2025,260,303.86,122,138,31
U670,Aug,2023,388,467.27,123,265,27
U634,Aug,2024,299,373.34,168,131,15
U430,Nov,2023,375,447.46,205,170,22
U757,Sep,2023,115,139.63,46,69,19
U593,Aug,2024,272,339.17,127,145,20
U320,Nov,2023,347,403.83,201,146,28
U582,Feb,2023,317,377.82,120,197,25
U585,Dec,2025,186,229.71,97,89,20
U301,Oct,2024,181,225.02,58,123,25
U419,Dec,2023,161,194.83,73,88,27
U335,Nov,2024,386,449.44,218,168,26
U498,Jan,2024,141,174.86,65,76,16
U785,Oct,2023,111,129.59,53,58,17
U545,Feb,2025,420,497.82,240,180,18
U359,Feb,2024,333,395.45,171,162,31
U625,Dec,2023,428,511.34,217,211,20
U461,Mar,2024,230,282.67,109,121,21
U797,Oct,2025,214,263.27,104,110,29
U479,Jul,2025,317,387.36,171,146,25
U506,Feb,2025,236,271.92,140,96,17
U312,Jan,2023,205,247.33,110,95,20
U790,Jun,2023,278,340.48,142,136,16
U576,Sep,2025,115,137.36,39,76,28
U481,Mar,2023,341,424.37,185,156,23
U542,Jun,2025,433,533.62,225,208,26
U516,Mar,2023,325,394.49,172,153,27
U551,Jan,2025,341,394.28,125,216,26
U599,Dec,2024,240,291.66,137,103,26
U426,May,2025,298,369.87,98,200,23
U782,Oct,2025,211,250.66,79,132,31
U517,Nov,2023,226,278.84,112,114,30
U606,Apr,2023,120,141.76,60,60,31
U585,Jul,2023,246,296.92,96,150,22
U485,Jun,2023,188,228.39,95,93,25
U339,Oct,2023,402,489.56,167,235,16
U523,Jul,2023,302,373.95,90,212,22
U484,May,2024,184,215.92,64,120,26
U795,Apr,2025,266,312.88,150,116,15
U727,Jul,2025,171,208.69,62,109,27
U478,Jul,2025,397,463.58,132,265,31
U707,Jun,2024,108,129.21,54,54,28
U728,Aug,2025,380,437.76,164,216,28
U594,Apr,2024,357,415.58,192,165,30
U640,Oct,2024,374,455.49,208,166,31
U451,May,2024,337,412.74,186,151,20
U684,Apr,2025,119,138.22,46,73,21
U426,Dec,2024,332,389.36,149,183,15
U601,Jan,2025,320,371.16,158,162,29
U608,Dec,2025,425,507.17,168,257,27
U636,Aug,2023,116,134.86,36,80,16
U734,Jan,2023,188,224.42,84,104,29
U534,May,2024,295,360.85,89,206,26
U680,Jun,2024,449,547.03,262,187,29
U675,Jun,2025,183,215.58,98,85,28
U308,May,2024,186,226.43,66,120,20
U798,Mar,2024,406,504.57,156,250,26
U641,May,2025,437,517.74,259,178,20
U429,Dec,2024,253,299.28,104,149,23
U564,Aug,2024,327,394.74,174,153,18
U457,Feb,2025,363,426.36,157,206,31
U652,Jun,2025,322,391.28,180,142,16
U658,Sep,2023,220,271.31,112,108,30
U305,Aug,2025,272,325.29,83,189,28
U795,Nov,2023,103,125.45,39,64,22
U386,Aug,2024,441,535.9,206,235,28
U475,Aug,2025,227,261.93,131,96,16
U590,Jul,2025,209,244.18,69,140,30
U493,Aug,2025,136,168.55,65,71,18
U611,Jun,2024,170,211.46,66,104,15
U419,Feb,2023,388,476.48,219,169,28
U518,Feb,2024,130,161.48,68,62,22
U727,Aug,2024,367,433.29,150,217,17
U758,Nov,2025,110,129.22,38,72,19
U714,Jan,2023,443,526.47,134,309,20
U414,Jun,2024,427,493.41,207,220,22
U766,Jun,2025,131,161.26,55,76,20
U445,Nov,2024,156,194.75,61,95,20
U326,Apr,2024,265,326.59,157,108,18
U436,Dec,2025,287,345.98,126,161,21
U603,Nov,2025,441,520.17,231,210,21
U532,Nov,2023,118,138.03,41,77,17
U669,Oct,2024,215,255.08,65,150,22
U376,Mar,2025,283,344.33,120,163,15
U775,Nov,2025,369,440.85,184,185,15
U628,Mar,2023,132,164.13,59,73,28
U645,Jan,2023,109,134.66,61,48,20
U602,Mar,2025,179,207.68,77,102,24
U752,Apr,2023,291,338.48,114,177,28
U589,Nov,2025,419,510.18,240,179,18
U301,Nov,2024,289,339.02,121,168,20
U447,May,2023,167,205.26,63,104,30
U587,Mar,2024,447,540.48,147,300,15
U764,Jun,2024,224,262.75,120,104,20
U442,Nov,2024,435,521.07,238,197,23
U353,Dec,2025,158,188.12,48,110,29
U604,May,2024,196,242.51,79,117,26
U369,Mar,2024,374,431.3,196,178,17
U661,Jun,2024,248,307.42,144,104,25
U390,Jun,2025,377,458.13,155,222,29
U746,Aug,2024,364,445.45,204,160,17
U520,Feb,2024,108,124.23,45,63,28
U750,Jan,2023,382,463.3,135,247,16
U798,Apr,2025,372,449.69,111,261,18
U492,Jul,2024,400,481.49,159,241,26
U754,Nov,2023,107,131.46,44,63,16
U363,Oct,2025,307,370.12,179,128,31
U373,Mar,2025,224,276.8,81,143,17
U461,Mar,2025,222,260.46,92,130,24
U469,May,2025,132,162.44,40,92,30
U389,May,2025,100,116.79,52,48,23
U476,Oct,2025,303,373.09,174,129,25
U569,Mar,2024,105,130.62,38,67,29
U373,Sep,2024,396,468.69,169,227,17
U545,Apr,2024,104,125.11,35,69,30
U377,Mar,2024,179,217.63,78,101,26
U459,Nov,2023,373,431.91,126,247,19
U789,Feb,2024,276,331.04,126,150,21
U759,Oct,2025,437,518.31,227,210,23
U624,Nov,2024,420,519.64,195,225,22
U398,Sep,2024,438,542.1,163,275,26
U681,Apr,2025,235,286.72,95,140,16
U402,Mar,2024,124,150.73,60,64,24
U794,Jul,2024,424,518.71,202,222,23
U432,Aug,2024,282,334.62,96,186,22
U402,Nov,2023,267,317.85,147,120,15
U319,Feb,2024,437,526.75,193,244,20
U754,Jul,2025,277,344.53,96,181,26
U782,Dec,2025,194,237.15,65,129,31
U382,May,2024,132,159.07,77,55,16
U697,Nov,2024,210,257.68,80,130,25
U789,May,2024,245,290.84,140,105,25
U579,Mar,2025,330,403.61,139,191,22
U639,May,2025,371,441.89,154,217,29
U665,Dec,2023,435,512.42,221,214,23
U631,Feb,2023,137,165.9,41,96,29
U429,Apr,2023,234,285.17,93,141,21
U644,Jun,2025,433,517.84,169,264,27
U610,Jan,2023,334,402.99,187,147,27
U755,Oct,2024,418,509.71,191,227,15
U389,Apr,2024,444,544.69,181,263,18
U513,Jun,2025,259,321.05,98,161,18
U443,Sep,2023,137,162.41,65,72,18
U365,Nov,2024,249,310.04,86,163,27
U376,Nov,2025,407,493.99,152,255,16
U499,Feb,2023,128,157.28,49,79,29
U443,Nov,2024,243,296.45,117,126,18
U705,Jul,2023,175,204.85,72,103,20
U703,Jun,2025,244,282.34,110,134,17
U616,Feb,2023,328,401.02,162,166,21
U393,Aug,2025,163,195.78,95,68,20
U773,Jul,2023,446,544.22,236,210,17
U717,Nov,2024,444,531.77,187,257,18
U605,May,2025,368,434.69,193,175,24
U524,Dec,2025,427,503.22,249,178,23
U797,May,2025,283,346.12,127,156,20
U591,Jul,2023,360,423.96,152,208,25
U728,Sep,2023,367,448.28,118,249,21
U402,Nov,2024,268,318.49,152,116,18
U774,Sep,2025,358,439.3,133,225,19
U567,Sep,2025,326,379.56,104,222,18
U655,Jun,2023,132,154.51,60,72,18
U756,Oct,2023,313,381.42,173,140,27
U410,Jun,2024,149,179.7,62,87,30
U762,Mar,2024,309,361.65,165,144,28
U630,Jan,2023,128,158.76,70,58,25
U750,Jul,2025,138,162.51,60,78,16
U730,Apr,2024,446,531.68,212,234,28
U565,Jan,2023,199,232.88,91,108,21
U303,Aug,2023,272,323.35,158,114,25
U385,Dec,2025,116,139.1,60,56,18
U582,Jun,2023,155,182.83,89,66,21
U628,Jun,2023,325,398.75,118,207,30
U604,Feb,2024,145,172.46,56,89,20
U750,Jan,2023,166,203.01,53,113,20
U754,Feb,2023,296,346.53,133,163,16
U712,Apr,2024,241,286.24,135,106,22
U417,Feb,2025,422,485.64,167,255,21
U521,Jan,2025,122,149.56,41,81,28
U454,Jul,2024,193,234.03,61,132,23
U453,Nov,2024,341,420.04,148,193,29
U312,Nov,2025,336,401.71,117,219,26
U433,Dec,2025,153,188.19,61,92,27
U782,Aug,2025,237,287.9,129,108,21
U604,Jun,2025,432,496.96,179,253,24
U593,Apr,2025,371,436.06,179,192,24
U763,Jun,2024,140,167.91,63,77,16
U600,Mar,2023,197,238.74,101,96,28
U528,Dec,2025,282,326.15,97,185,27
U571,Aug,2025,227,277.06,130,97,20
U343,Oct,2023,328,395.03,161,167,23
U732,Feb,2023,416,500.27,158,258,27
U643,May,2023,185,218.15,62,123,23
U626,Jan,2023,355,429.37,122,233,27
U602,Jun,2023,308,355.05,164,144,19
U798,Feb,2023,314,363.13,149,165,28
U664,Apr,2024,199,243.45,82,117,19
U679,Jun,2023,148,174.96,59,89,23
U727,Oct,2023,300,355.41,167,133,22
U793,Nov,2024,357,417.99,200,157,21
U321,Aug,2023,277,330.89,131,146,22
U707,Dec,2025,344,397.39,157,187,17
U407,Aug,2025,222,261.97,120,102,29
U636,Nov,2023,441,530.4,231,210,22
U603,Jun,2024,270,323.07,113,157,15
U417,Apr,2025,432,539.99,140,292,21
U424,Aug,2024,235,279.39,124,111,16
U699,Aug,2025,158,187.81,55,103,28
U581,Oct,2023,292,350.5,89,203,29
U592,Jan,2024,367,429.03,202,165,28
U503,Apr,2024,359,444.31,169,190,31
U351,Apr,2024,194,234.2,110,84,30
U571,Jul,2025,224,261.9,99,125,15
U624,Nov,2025,140,172.11,80,60,21
U577,Jul,2025,353,407.16,143,210,25
U441,Nov,2023,106,132.32,54,52,19
U770,Aug,2025,315,389.5,122,193,31
U575,Nov,2023,168,202.94,50,118,25
U590,May,2024,168,195.07,69,99,22
U634,Jul,2024,180,210.87,93,87,24
U681,Aug,2023,129,151.95,44,85,26
U752,Sep,2025,172,201.95,77,95,24
U796,Mar,2023,361,433.11,131,230,27
U673,Mar,2024,188,233.96,60,128,24
U352,Apr,2024,307,366.69,148,159,31
U794,May,2023,312,379.44,182,130,30
U327,Oct,2025,421,513.14,165,256,19
U457,Jan,2025,365,451.56,173,192,17
U539,Jul,2023,392,452.13,229,163,29
U456,Sep,2023,306,364.27,151,155,16
U591,Aug,2025,432,530.7,216,216,27
U436,May,2024,176,216.74,62,114,22
U444,Apr,2023,387,480.94,173,214,31
U406,Dec,2025,146,178.16,59,87,18
U720,Jul,2025,209,245.47,92,117,23
U458,May,2024,299,358.97,161,138,29
U446,Jul,2024,309,356.35,135,174,23
U302,Dec,2024,253,307.32,80,173,23
U733,Jan,2024,109,131.39,62,47,28
U377,Jan,2024,256,311.47,118,138,30
U432,Oct,2023,360,447.49,207,153,31
U390,Mar,2025,176,214.5,83,93,27
U645,Nov,2023,356,420.81,114,242,23
U650,Feb,2023,230,269.07,107,123,29
U759,Feb,2023,166,205.09,78,88,21
U563,Jul,2023,327,382.4,119,208,15
U651,Dec,2023,262,305.53,115,147,15
U408,Oct,2024,114,133.46,49,65,19
U374,Feb,2024,331,397.49,161,170,23
U339,Nov,2025,294,341.75,111,183,26
U697,Apr,2023,448,557.23,212,236,20
U459,Feb,2025,129,160.81,48,81,27
U371,Jun,2024,437,545.11,189,248,22
U747,Aug,2024,430,496.18,144,286,29
U612,Oct,2024,415,516.52,129,286,20
